Name,Email Address,Username,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions
Casey Perkins,cedwards@example.net,cedwards,1975-04-25,Male,San Francisco,2024-03-11,2025-03-11,Annual,Mastercard,Manual,Frequent,Books,Horror,Smartphone,Low,4.9,1
Ashley Moody,daniel24@example.net,daniel24,1967-01-25,Female,San Jose,2024-04-07,2025-04-07,Monthly,Amex,Auto-renew,Occasional,Electronics,Action,Smart TV,Low,4.4,5
Jennifer Coleman,thomasedward@example.net,thomasedward,1969-12-08,Female,Los Angeles,2024-01-03,2025-01-02,Monthly,Visa,Manual,Occasional,Clothing,Sci-Fi,Tablet,Low,3.2,2
Ryan Santiago,gtaylor@example.net,gtaylor,1982-03-30,Male,Indianapolis,2024-02-19,2025-02-18,Monthly,Amex,Manual,Frequent,Electronics,Drama,Smart TV,Medium,4.2,9
Craig Peters,williamsbenjamin@example.net,williamsbenjamin,1946-09-26,Female,New York,2024-03-06,2025-03-06,Monthly,Amex,Auto-renew,Regular,Books,Drama,Smartphone,Medium,3.5,1
Sherri Banks,smithphillip@example.com,smithphillip,2002-08-13,Female,New York,2024-04-12,2025-04-12,Monthly,Visa,Manual,Regular,Books,Action,Smart TV,High,4.3,7
Monica Gomez,harringtonnicholas@example.org,harringtonnicholas,1959-04-11,Male,Dallas,2024-02-22,2025-02-21,Monthly,Visa,Auto-renew,Occasional,Clothing,Drama,Smartphone,High,4.8,9
Cory Moreno,paul69@example.com,paul69,1995-05-16,Male,Dallas,2024-03-19,2025-03-19,Annual,Visa,Auto-renew,Frequent,Electronics,Drama,Smartphone,Medium,3.9,10
Alejandro Rojas,warren18@example.net,warren18,1999-02-08,Female,Philadelphia,2024-02-04,2025-02-03,Annual,Visa,Auto-renew,Regular,Books,Comedy,Smartphone,Low,4.5,2
Richard Rowe,victoriaowens@example.com,victoriaowens,1975-11-30,Female,Detroit,2024-03-07,2025-03-07,Annual,Amex,Manual,Frequent,Books,Action,Tablet,Low,4.3,10
Erica Weaver,alvarezkelly@example.net,alvarezkelly,1942-08-10,Female,Chicago,2024-01-17,2025-01-16,Monthly,Amex,Manual,Occasional,Clothing,Romance,Tablet,Medium,3.9,10
David Parks,ruth36@example.net,ruth36,1997-10-15,Male,Dallas,2024-04-09,2025-04-09,Monthly,Visa,Manual,Occasional,Books,Drama,Smartphone,Medium,4.7,4
Donald Reynolds,miranda01@example.com,miranda01,2002-08-20,Male,Dallas,2024-04-02,2025-04-02,Monthly,Amex,Manual,Occasional,Clothing,Action,Smart TV,High,4.8,8
Tammy Santos DVM,mcculloughanthony@example.org,mcculloughanthony,1951-10-25,Male,San Francisco,2024-02-05,2025-02-04,Annual,Mastercard,Manual,Frequent,Clothing,Romance,Tablet,High,4.6,2
Douglas Frank,joshua34@example.net,joshua34,1978-01-31,Male,New York,2024-01-09,2025-01-08,Annual,Mastercard,Auto-renew,Regular,Clothing,Horror,Smart TV,High,3.7,9
Juan Duran,murillomisty@example.org,murillomisty,1949-09-10,Female,New York,2024-03-08,2025-03-08,Monthly,Visa,Auto-renew,Frequent,Clothing,Sci-Fi,Smartphone,Low,4.9,2
Mrs. Maria Holland MD,emma23@example.com,emma23,2001-12-18,Female,Chicago,2024-03-01,2025-03-01,Monthly,Visa,Manual,Frequent,Books,Action,Tablet,Medium,3.9,1
Rachael Miles DDS,michelle53@example.org,michelle53,1998-03-24,Female,Los Angeles,2024-02-18,2025-02-17,Monthly,Mastercard,Manual,Occasional,Books,Drama,Smartphone,High,4.6,7
Jeffrey Chambers,ocastillo@example.net,ocastillo,1935-03-08,Female,Chicago,2024-03-09,2025-03-09,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Romance,Smart TV,High,3.4,10
Sheena Gaines,danahaynes@example.org,danahaynes,2004-09-10,Female,New York,2024-01-08,2025-01-07,Monthly,Visa,Manual,Regular,Books,Sci-Fi,Smart TV,Medium,4.0,2
Patrick Macdonald,riosmarie@example.com,riosmarie,1953-01-22,Female,New York,2024-03-06,2025-03-06,Annual,Amex,Auto-renew,Occasional,Books,Documentary,Smart TV,High,4.2,7
Elizabeth Wheeler,donaldmccullough@example.org,donaldmccullough,1941-06-21,Female,San Antonio,2024-04-01,2025-04-01,Annual,Visa,Auto-renew,Frequent,Electronics,Documentary,Tablet,High,3.6,3
Joshua Williams,sherylgray@example.org,sherylgray,1977-12-30,Female,Jacksonville,2024-03-07,2025-03-07,Annual,Amex,Manual,Frequent,Books,Romance,Tablet,High,4.3,1
Kenneth Adkins,lewiswilliam@example.com,lewiswilliam,1954-07-20,Male,Washington,2024-01-23,2025-01-22,Monthly,Amex,Manual,Occasional,Electronics,Romance,Smartphone,Low,4.3,0
Elizabeth Johnson,nwilson@example.com,nwilson,1997-02-16,Female,San Diego,2024-03-26,2025-03-26,Monthly,Mastercard,Manual,Occasional,Clothing,Romance,Smartphone,Medium,4.4,3
William Mckee,ysanders@example.org,ysanders,1965-01-05,Male,Washington,2024-01-15,2025-01-14,Monthly,Mastercard,Manual,Regular,Books,Drama,Smart TV,Medium,5.0,3
Brittany Rowe,leachderek@example.com,leachderek,1961-12-18,Female,New York,2024-01-05,2025-01-04,Monthly,Visa,Manual,Regular,Books,Action,Smartphone,Low,4.5,9
Emily Howard,christopherbridges@example.net,christopherbridges,1967-07-30,Female,Dallas,2024-02-09,2025-02-08,Monthly,Visa,Manual,Regular,Electronics,Documentary,Smart TV,High,4.9,0
Christopher Mckay,jay38@example.org,jay38,1940-08-25,Female,Chicago,2024-03-04,2025-03-04,Annual,Mastercard,Manual,Frequent,Clothing,Sci-Fi,Tablet,Low,3.3,1
Katherine Mckenzie,rreed@example.net,rreed,1937-12-30,Male,Los Angeles,2024-03-08,2025-03-08,Annual,Amex,Manual,Regular,Electronics,Action,Smart TV,Low,4.4,2
Vanessa Fletcher,aaronwelch@example.org,aaronwelch,1987-01-02,Female,San Diego,2024-02-23,2025-02-22,Annual,Amex,Manual,Frequent,Electronics,Romance,Smartphone,Low,3.5,7
James Strickland,sonya57@example.org,sonya57,1949-05-22,Female,Washington,2024-01-05,2025-01-04,Annual,Amex,Auto-renew,Frequent,Electronics,Drama,Smartphone,Low,3.8,5
Corey Thomas,melissamason@example.org,melissamason,2003-12-02,Male,San Antonio,2024-01-22,2025-01-21,Monthly,Mastercard,Manual,Frequent,Electronics,Sci-Fi,Smartphone,Medium,4.0,8
Phillip Wilson,sanchezlinda@example.com,sanchezlinda,1980-09-03,Male,Chicago,2024-03-02,2025-03-02,Monthly,Visa,Manual,Regular,Clothing,Romance,Smart TV,High,4.1,4
Jason Thompson,wwhitaker@example.org,wwhitaker,2004-07-01,Male,San Antonio,2024-02-13,2025-02-12,Monthly,Visa,Manual,Regular,Books,Documentary,Smart TV,Medium,3.8,3
Lindsay Clarke DVM,tina28@example.org,tina28,1942-08-23,Male,Jacksonville,2024-04-08,2025-04-08,Annual,Amex,Manual,Regular,Books,Drama,Smartphone,Low,4.8,8
Tyler Hester,robert74@example.com,robert74,1934-08-12,Female,Phoenix,2024-04-13,2025-04-13,Annual,Visa,Auto-renew,Regular,Clothing,Drama,Smartphone,Medium,4.5,4
Kevin Haley,paige48@example.net,paige48,1981-07-10,Female,Columbus,2024-01-17,2025-01-16,Monthly,Visa,Auto-renew,Frequent,Books,Romance,Smartphone,Low,3.6,1
Eric Roberts,holly03@example.org,holly03,1933-10-23,Male,Washington,2024-01-03,2025-01-02,Annual,Visa,Manual,Frequent,Books,Documentary,Smartphone,Medium,3.1,10
Karen Davidson,fanderson@example.com,fanderson,1984-06-29,Female,San Antonio,2024-03-05,2025-03-05,Annual,Amex,Manual,Occasional,Electronics,Romance,Tablet,High,5.0,3
Julia Moore,ewilson@example.com,ewilson,1941-11-08,Male,Nashville,2024-02-14,2025-02-13,Annual,Visa,Auto-renew,Occasional,Clothing,Documentary,Smart TV,High,4.3,6
Victor Hernandez,kathleen05@example.net,kathleen05,1982-06-03,Male,Detroit,2024-03-03,2025-03-03,Annual,Visa,Manual,Occasional,Electronics,Horror,Smartphone,Medium,3.9,9
Joseph Turner,raymond73@example.org,raymond73,1980-02-28,Male,San Francisco,2024-03-13,2025-03-13,Annual,Amex,Auto-renew,Frequent,Clothing,Sci-Fi,Smart TV,Medium,4.5,8
Brian Wright,katherinebrown@example.net,katherinebrown,1965-03-04,Female,San Diego,2024-01-05,2025-01-04,Annual,Visa,Manual,Regular,Electronics,Comedy,Smart TV,High,4.7,9
Robin Ellis,foxheather@example.net,foxheather,1956-06-15,Female,El Paso,2024-03-15,2025-03-15,Annual,Mastercard,Manual,Occasional,Electronics,Romance,Smartphone,High,4.4,10
John Gonzalez,shannon15@example.net,shannon15,1946-10-18,Female,Houston,2024-04-06,2025-04-06,Annual,Visa,Auto-renew,Regular,Clothing,Action,Smartphone,High,3.2,8
Logan Edwards,wellsjonathan@example.net,wellsjonathan,1991-07-23,Male,Nashville,2024-01-19,2025-01-18,Annual,Visa,Auto-renew,Regular,Electronics,Documentary,Tablet,High,3.7,2
Brian Houston,ymartinez@example.com,ymartinez,1934-09-02,Male,Chicago,2024-02-26,2025-02-25,Annual,Visa,Auto-renew,Frequent,Clothing,Action,Smartphone,Medium,4.2,4
Jennifer Vazquez,madison87@example.net,madison87,1976-09-30,Female,Chicago,2024-02-02,2025-02-01,Monthly,Visa,Auto-renew,Regular,Books,Sci-Fi,Smartphone,Low,4.6,6
Jason Lynn,hannahnewman@example.org,hannahnewman,1950-02-23,Male,New York,2024-02-26,2025-02-25,Monthly,Amex,Auto-renew,Regular,Books,Romance,Tablet,High,3.7,3
Sarah Shields,acrawford@example.com,acrawford,2000-08-20,Male,Los Angeles,2024-03-03,2025-03-03,Annual,Visa,Manual,Occasional,Electronics,Romance,Smart TV,High,3.4,6
Mary Thompson,patriciawoods@example.org,patriciawoods,1983-09-26,Male,Charlotte,2024-03-21,2025-03-21,Monthly,Visa,Manual,Frequent,Clothing,Horror,Smartphone,High,3.2,7
Lauren Hartman,eclark@example.net,eclark,1949-12-13,Male,Oklahoma City,2024-03-06,2025-03-06,Annual,Visa,Manual,Frequent,Books,Action,Smartphone,Low,3.7,9
Stephanie Young DVM,nicholschad@example.net,nicholschad,1992-01-20,Female,Fort Worth,2024-03-22,2025-03-22,Annual,Amex,Manual,Occasional,Clothing,Documentary,Smartphone,Medium,4.0,4
Michele Morris,andreamartin@example.org,andreamartin,1962-12-26,Female,Chicago,2024-01-16,2025-01-15,Monthly,Visa,Auto-renew,Regular,Electronics,Documentary,Tablet,High,3.2,9
Michael Harrell,thomaswoodward@example.com,thomaswoodward,2004-05-14,Female,Los Angeles,2024-03-18,2025-03-18,Monthly,Amex,Auto-renew,Occasional,Books,Action,Tablet,Medium,4.7,5
Clayton Gordon,wallacemichael@example.net,wallacemichael,1963-01-02,Female,Dallas,2024-02-24,2025-02-23,Annual,Visa,Auto-renew,Regular,Electronics,Sci-Fi,Tablet,Low,3.8,2
Christopher Bishop,lclark@example.org,lclark,1940-01-18,Male,Columbus,2024-01-11,2025-01-10,Monthly,Mastercard,Manual,Frequent,Clothing,Sci-Fi,Smart TV,Low,4.3,2
Michael Wood,johnstonseth@example.com,johnstonseth,1979-06-26,Female,New York,2024-01-18,2025-01-17,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Action,Smartphone,Low,4.5,5
Mikayla Davis,andersonmark@example.com,andersonmark,1944-04-03,Female,Phoenix,2024-02-05,2025-02-04,Annual,Visa,Manual,Regular,Books,Sci-Fi,Tablet,Low,4.6,2
Michael Lara,haileymcguire@example.org,haileymcguire,1937-12-15,Female,Los Angeles,2024-01-16,2025-01-15,Monthly,Visa,Auto-renew,Regular,Electronics,Action,Smartphone,Low,3.4,9
Debra Alexander,owenscameron@example.com,owenscameron,1959-01-18,Male,Los Angeles,2024-04-06,2025-04-06,Monthly,Mastercard,Auto-renew,Occasional,Books,Drama,Tablet,Low,3.5,4
Bradley Mendoza,djohnson@example.net,djohnson,1945-05-02,Male,Chicago,2024-01-26,2025-01-25,Monthly,Mastercard,Manual,Frequent,Electronics,Comedy,Smartphone,Low,3.7,1
Cheryl Reid,michaelmorgan@example.com,michaelmorgan,1976-07-29,Female,Phoenix,2024-04-12,2025-04-12,Annual,Amex,Auto-renew,Occasional,Books,Sci-Fi,Smart TV,Low,3.1,7
Julia Hernandez,coxderek@example.com,coxderek,1947-05-01,Female,Chicago,2024-03-06,2025-03-06,Annual,Amex,Manual,Regular,Electronics,Romance,Smart TV,High,4.0,1
Jessica Harris,garrett60@example.com,garrett60,1952-12-25,Female,Fort Worth,2024-04-06,2025-04-06,Annual,Amex,Auto-renew,Regular,Electronics,Drama,Tablet,High,3.7,6
Michael Miller,pamaustin@example.com,pamaustin,1980-09-06,Female,Houston,2024-02-23,2025-02-22,Monthly,Visa,Auto-renew,Frequent,Books,Documentary,Smart TV,High,3.1,6
Michael Nichols,tom53@example.org,tom53,1964-04-23,Male,Phoenix,2024-02-05,2025-02-04,Annual,Mastercard,Manual,Regular,Books,Horror,Smartphone,Medium,3.7,7
Emily Thomas,tyronerodriguez@example.org,tyronerodriguez,1936-10-18,Female,Washington,2024-01-04,2025-01-03,Monthly,Amex,Auto-renew,Frequent,Books,Documentary,Smart TV,High,4.7,8
Mason Wright,jwilkinson@example.org,jwilkinson,1998-12-12,Female,New York,2024-02-19,2025-02-18,Annual,Amex,Manual,Occasional,Clothing,Drama,Smart TV,Medium,3.7,0
Cynthia Matthews,owensjames@example.org,owensjames,1965-04-09,Female,New York,2024-01-28,2025-01-27,Annual,Amex,Manual,Occasional,Books,Comedy,Smartphone,High,4.7,6
Pamela Peterson,davidaustin@example.net,davidaustin,1995-06-13,Male,Los Angeles,2024-02-15,2025-02-14,Annual,Amex,Manual,Frequent,Electronics,Romance,Smart TV,Medium,4.3,10
Patricia Reed,nathan93@example.com,nathan93,1933-06-11,Female,Oklahoma City,2024-02-06,2025-02-05,Annual,Mastercard,Manual,Regular,Clothing,Action,Tablet,High,3.5,0
Raymond Smith,christineyoung@example.net,christineyoung,1995-12-06,Male,Jacksonville,2024-01-06,2025-01-05,Monthly,Visa,Auto-renew,Frequent,Electronics,Horror,Tablet,Low,4.8,6
Cynthia Dunn,rosspatrick@example.org,rosspatrick,1987-09-23,Female,Chicago,2024-02-22,2025-02-21,Annual,Mastercard,Auto-renew,Frequent,Books,Comedy,Smartphone,High,3.6,5
Steven Hull,christine33@example.com,christine33,1944-06-23,Male,Houston,2024-02-06,2025-02-05,Annual,Mastercard,Manual,Regular,Electronics,Action,Tablet,Low,4.4,7
Stephanie Anderson,dwilliams@example.net,dwilliams,1992-12-18,Female,Phoenix,2024-04-01,2025-04-01,Monthly,Visa,Auto-renew,Regular,Clothing,Romance,Smartphone,Low,4.6,5
Daniel Fox,fishermary@example.net,fishermary,1983-11-23,Female,Philadelphia,2024-03-30,2025-03-30,Annual,Visa,Manual,Occasional,Clothing,Drama,Tablet,Medium,5.0,9
Tamara Carson,browntimothy@example.net,browntimothy,1965-04-16,Male,New York,2024-01-05,2025-01-04,Annual,Mastercard,Manual,Regular,Books,Sci-Fi,Smart TV,Low,4.5,2
Paul Barrera,masonkimberly@example.net,masonkimberly,1933-08-31,Male,Los Angeles,2024-03-21,2025-03-21,Monthly,Visa,Auto-renew,Occasional,Electronics,Action,Tablet,Low,3.2,0
Michael Ayala,maxwellkeith@example.com,maxwellkeith,1941-06-14,Male,San Antonio,2024-04-09,2025-04-09,Annual,Mastercard,Auto-renew,Regular,Clothing,Documentary,Tablet,High,4.6,7
Ryan Rollins,timothy34@example.net,timothy34,1957-09-21,Female,San Diego,2024-03-10,2025-03-10,Annual,Visa,Manual,Frequent,Clothing,Drama,Tablet,Medium,3.1,3
Jacob Chavez,kendraschwartz@example.org,kendraschwartz,1966-07-20,Female,Fort Worth,2024-01-05,2025-01-04,Monthly,Visa,Manual,Occasional,Books,Action,Smart TV,High,3.0,7
Melissa Smith,aliciaperez@example.org,aliciaperez,1989-11-12,Female,Fort Worth,2024-04-05,2025-04-05,Annual,Amex,Auto-renew,Frequent,Books,Horror,Smart TV,Low,4.6,2
Lisa Wilcox,darleneevans@example.org,darleneevans,1936-07-29,Female,Detroit,2024-01-06,2025-01-05,Annual,Amex,Manual,Regular,Electronics,Romance,Smart TV,Low,3.7,4
Mark Perez,greid@example.com,greid,2005-01-14,Female,Detroit,2024-01-19,2025-01-18,Monthly,Visa,Auto-renew,Regular,Electronics,Horror,Smartphone,Medium,3.4,2
Brian Norris,kristin34@example.org,kristin34,1972-05-30,Female,New York,2024-02-11,2025-02-10,Annual,Visa,Auto-renew,Frequent,Clothing,Drama,Tablet,Low,3.3,10
Holly Baker,cfernandez@example.net,cfernandez,1991-03-03,Female,Philadelphia,2024-03-05,2025-03-05,Annual,Mastercard,Manual,Occasional,Electronics,Sci-Fi,Smartphone,Medium,3.3,6
Brian Miller,marcusking@example.com,marcusking,1957-12-10,Female,Chicago,2024-03-05,2025-03-05,Monthly,Visa,Auto-renew,Frequent,Books,Horror,Tablet,Low,3.7,0
Joseph King,johnlee@example.com,johnlee,1934-06-17,Female,Fort Worth,2024-01-15,2025-01-14,Monthly,Mastercard,Manual,Frequent,Books,Comedy,Smart TV,Medium,3.5,0
John Hardin,emckinney@example.com,emckinney,1941-10-23,Male,Charlotte,2024-02-16,2025-02-15,Annual,Visa,Auto-renew,Regular,Books,Documentary,Tablet,Low,3.4,3
Jennifer Gordon,sotodavid@example.com,sotodavid,1942-02-28,Male,Boston,2024-02-23,2025-02-22,Monthly,Visa,Auto-renew,Regular,Electronics,Horror,Tablet,Medium,4.2,8
Brandon Henderson,barry62@example.com,barry62,1942-05-14,Male,Charlotte,2024-01-03,2025-01-02,Monthly,Amex,Auto-renew,Regular,Clothing,Drama,Smart TV,Medium,4.4,9
Robert Knight,melissasimpson@example.net,melissasimpson,1934-10-16,Male,Houston,2024-03-08,2025-03-08,Monthly,Mastercard,Manual,Regular,Clothing,Horror,Smart TV,Low,3.3,2
Crystal Brooks,ryanrichard@example.net,ryanrichard,1994-02-07,Female,New York,2024-01-20,2025-01-19,Monthly,Amex,Manual,Frequent,Electronics,Documentary,Tablet,Medium,4.0,0
Jessica Hopkins,yatestracey@example.net,yatestracey,1987-11-29,Female,Boston,2024-02-14,2025-02-13,Monthly,Visa,Auto-renew,Regular,Clothing,Action,Tablet,High,4.6,6
Jennifer Price,georgelane@example.net,georgelane,1945-03-02,Female,Houston,2024-01-10,2025-01-09,Annual,Mastercard,Auto-renew,Frequent,Electronics,Action,Tablet,Low,4.0,6
Kelly Harris,josephvaldez@example.net,josephvaldez,2005-11-25,Female,Seattle,2024-03-23,2025-03-23,Annual,Mastercard,Auto-renew,Occasional,Books,Action,Smart TV,Medium,3.6,0
Wanda Stevenson,hughesjames@example.net,hughesjames,1993-07-26,Female,New York,2024-02-19,2025-02-18,Annual,Amex,Auto-renew,Occasional,Books,Comedy,Smart TV,Medium,4.9,1
Tiffany Phillips,jasonjohnson@example.com,jasonjohnson,1939-04-10,Female,New York,2024-02-23,2025-02-22,Annual,Visa,Manual,Frequent,Electronics,Sci-Fi,Smartphone,High,3.3,4
Claire Herrera,bobbysanchez@example.com,bobbysanchez,1958-09-26,Male,Houston,2024-04-09,2025-04-09,Annual,Mastercard,Auto-renew,Occasional,Electronics,Horror,Smart TV,High,4.1,5
Thomas Harrison,parrishlisa@example.org,parrishlisa,1980-03-29,Female,Houston,2024-03-29,2025-03-29,Annual,Visa,Auto-renew,Frequent,Books,Horror,Smart TV,High,4.0,5
Joshua Rivas,thomas49@example.com,thomas49,1979-02-16,Male,Charlotte,2024-03-06,2025-03-06,Annual,Mastercard,Auto-renew,Occasional,Books,Comedy,Smartphone,Medium,3.8,6
Christy Smith,gardnerdonna@example.org,gardnerdonna,1995-07-03,Female,Oklahoma City,2024-02-02,2025-02-01,Annual,Visa,Auto-renew,Frequent,Books,Drama,Smart TV,Medium,4.1,10
Terry Williams,coxseth@example.org,coxseth,1938-05-17,Male,Denver,2024-01-19,2025-01-18,Annual,Visa,Manual,Frequent,Clothing,Comedy,Tablet,Low,3.3,0
Christopher Santos,erin14@example.org,erin14,1977-07-29,Female,Chicago,2024-02-20,2025-02-19,Monthly,Amex,Manual,Regular,Books,Romance,Smartphone,Low,3.5,10
Kayla Dawson,stephenduke@example.com,stephenduke,1942-05-02,Female,Los Angeles,2024-01-20,2025-01-19,Monthly,Mastercard,Auto-renew,Occasional,Books,Comedy,Smartphone,High,3.9,7
Lisa Flores,parkerjoshua@example.org,parkerjoshua,1972-03-03,Female,Detroit,2024-01-28,2025-01-27,Monthly,Visa,Auto-renew,Regular,Electronics,Sci-Fi,Tablet,High,4.6,5
Jamie Watts,john24@example.com,john24,1941-12-26,Male,Phoenix,2024-01-31,2025-01-30,Annual,Visa,Manual,Occasional,Electronics,Action,Smartphone,Medium,4.2,10
Justin Chapman,melissa94@example.org,melissa94,1989-05-04,Female,Detroit,2024-02-21,2025-02-20,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Documentary,Smart TV,High,3.7,0
Ashley Graham,alicia26@example.org,alicia26,1964-05-18,Male,Los Angeles,2024-01-20,2025-01-19,Annual,Amex,Manual,Frequent,Electronics,Sci-Fi,Smartphone,Medium,4.8,5
Allison Bates,paul30@example.org,paul30,1987-11-30,Female,New York,2024-02-12,2025-02-11,Monthly,Visa,Auto-renew,Occasional,Electronics,Comedy,Smart TV,Medium,3.1,4
Stephen Johnson,brian37@example.net,brian37,2002-08-16,Male,New York,2024-04-12,2025-04-12,Annual,Mastercard,Manual,Frequent,Electronics,Drama,Smartphone,Low,4.0,1
Beth Gordon,brownbrian@example.org,brownbrian,1946-01-02,Female,Chicago,2024-02-28,2025-02-27,Monthly,Amex,Auto-renew,Frequent,Electronics,Horror,Tablet,Medium,4.1,4
Gregory Martinez,walkeranne@example.com,walkeranne,1983-12-12,Female,Fort Worth,2024-04-11,2025-04-11,Annual,Amex,Auto-renew,Occasional,Clothing,Action,Tablet,Low,3.2,0
Kaylee Patton,hansoncourtney@example.org,hansoncourtney,1965-02-22,Female,Dallas,2024-04-07,2025-04-07,Monthly,Mastercard,Auto-renew,Regular,Books,Comedy,Smart TV,High,4.4,4
Elizabeth Carey,ryanmyers@example.com,ryanmyers,1940-03-29,Female,San Antonio,2024-03-24,2025-03-24,Annual,Amex,Auto-renew,Frequent,Clothing,Documentary,Smart TV,Medium,3.5,7
Maria Flores,phamrachel@example.com,phamrachel,1952-12-17,Male,Los Angeles,2024-02-07,2025-02-06,Annual,Amex,Manual,Regular,Clothing,Romance,Smartphone,Low,3.4,1
Jane Whitehead,michelle35@example.com,michelle35,1943-05-30,Male,Phoenix,2024-01-17,2025-01-16,Monthly,Visa,Auto-renew,Frequent,Electronics,Romance,Smartphone,Medium,3.2,0
Brian Lam,djohnson@example.org,djohnson,1992-06-03,Male,Denver,2024-01-31,2025-01-30,Monthly,Amex,Manual,Occasional,Electronics,Sci-Fi,Smartphone,Low,4.4,2
Douglas Sullivan PhD,sanchezalexis@example.com,sanchezalexis,1987-02-22,Male,Seattle,2024-01-29,2025-01-28,Annual,Visa,Manual,Occasional,Books,Comedy,Smart TV,Medium,3.9,4
David Perez,brandynichols@example.net,brandynichols,1938-11-22,Female,Philadelphia,2024-02-08,2025-02-07,Monthly,Visa,Auto-renew,Regular,Clothing,Sci-Fi,Smartphone,High,4.2,3
Christina Randolph,bernardwilliam@example.org,bernardwilliam,1942-10-16,Female,Los Angeles,2024-02-11,2025-02-10,Annual,Amex,Auto-renew,Frequent,Electronics,Action,Smart TV,High,4.5,4
Julie Jackson,williamtaylor@example.net,williamtaylor,1940-06-11,Male,Charlotte,2024-04-03,2025-04-03,Annual,Amex,Manual,Frequent,Books,Action,Smart TV,Low,3.7,4
Logan Alvarez,manuellawson@example.net,manuellawson,1973-02-06,Female,San Antonio,2024-03-28,2025-03-28,Monthly,Visa,Manual,Frequent,Books,Romance,Smart TV,Low,4.1,2
Katrina Rivera,jacksonharry@example.com,jacksonharry,1954-11-10,Female,New York,2024-01-31,2025-01-30,Annual,Amex,Auto-renew,Occasional,Clothing,Action,Smart TV,High,4.9,5
